store_code,sku,sale_date,units_sold,unit_price,promotion_code
MANNHEIM-04,DIY-011,2025-01-26,26,43.50,
MANNHEIM-04,DIY-011,2025-01-27,23,43.50,
MANNHEIM-04,DIY-011,2025-01-28,27,43.50,
MANNHEIM-04,DIY-011,2025-01-29,26,43.50,
MANNHEIM-04,DIY-011,2025-01-30,25,43.50,
MANNHEIM-04,DIY-011,2025-01-31,25,43.50,
MANNHEIM-04,DIY-011,2025-02-01,23,43.50,
MANNHEIM-04,DIY-011,2025-02-02,24,43.50,
MANNHEIM-04,DIY-011,2025-02-03,27,43.50,
MANNHEIM-04,DIY-011,2025-02-04,23,43.50,
MANNHEIM-04,DIY-011,2025-02-05,26,43.50,
MANNHEIM-04,DIY-011,2025-02-06,26,43.50,
MANNHEIM-04,DIY-011,2025-02-07,23,43.50,
MANNHEIM-04,DIY-011,2025-02-08,25,43.50,
MANNHEIM-04,DIY-011,2025-02-09,25,43.50,
MANNHEIM-04,DIY-011,2025-02-10,25,43.50,
MANNHEIM-04,DIY-011,2025-02-11,25,43.50,
MANNHEIM-04,DIY-011,2025-02-12,26,43.50,
MANNHEIM-04,DIY-011,2025-02-13,25,43.50,
MANNHEIM-04,DIY-011,2025-02-14,24,43.50,
MANNHEIM-04,DIY-011,2025-02-15,27,43.50,
MANNHEIM-04,DIY-011,2025-02-16,24,43.50,
MANNHEIM-04,DIY-011,2025-02-17,27,43.50,
MANNHEIM-04,DIY-011,2025-02-18,27,43.50,
MANNHEIM-04,DIY-011,2025-02-19,26,43.50,
MANNHEIM-04,DIY-011,2025-02-20,27,43.50,
MANNHEIM-04,DIY-011,2025-02-21,23,43.50,
MANNHEIM-04,DIY-011,2025-02-22,24,43.50,
MANNHEIM-04,DIY-011,2025-02-23,25,43.50,
MANNHEIM-04,DIY-011,2025-02-24,26,43.50,
MANNHEIM-04,DIY-011,2025-02-25,23,43.50,
MANNHEIM-04,DIY-011,2025-02-26,26,43.50,
MANNHEIM-04,DIY-011,2025-02-27,23,43.50,
MANNHEIM-04,DIY-011,2025-02-28,26,43.50,
MANNHEIM-04,DIY-011,2025-03-01,23,43.50,
MANNHEIM-04,DIY-011,2025-03-02,25,43.50,
MANNHEIM-04,DIY-011,2025-03-03,23,43.50,
MANNHEIM-04,DIY-011,2025-03-04,24,43.50,
MANNHEIM-04,DIY-011,2025-03-05,27,43.50,
MANNHEIM-04,DIY-011,2025-03-06,25,43.50,
MANNHEIM-04,DIY-011,2025-03-07,24,43.50,
MANNHEIM-04,DIY-011,2025-03-08,24,43.50,
MANNHEIM-04,DIY-011,2025-03-09,24,43.50,
MANNHEIM-04,DIY-011,2025-03-10,24,43.50,
MANNHEIM-04,DIY-011,2025-03-11,27,43.50,
MANNHEIM-04,DIY-011,2025-03-12,27,43.50,
MANNHEIM-04,DIY-011,2025-03-13,24,43.50,
MANNHEIM-04,DIY-011,2025-03-14,23,43.50,
MANNHEIM-04,DIY-011,2025-03-15,24,43.50,
MANNHEIM-04,DIY-011,2025-03-16,26,43.50,
MANNHEIM-04,DIY-011,2025-03-17,25,43.50,
MANNHEIM-04,DIY-011,2025-03-18,26,43.50,
MANNHEIM-04,DIY-011,2025-03-19,27,43.50,
MANNHEIM-04,DIY-011,2025-03-20,26,43.50,
MANNHEIM-04,DIY-011,2025-03-21,26,43.50,
MANNHEIM-04,DIY-011,2025-03-22,26,43.50,
MANNHEIM-04,DIY-011,2025-03-23,27,43.50,
MANNHEIM-04,DIY-011,2025-03-24,27,43.50,
MANNHEIM-04,DIY-011,2025-03-25,24,43.50,
MANNHEIM-04,DIY-011,2025-03-26,27,43.50,
MANNHEIM-04,DIY-011,2025-03-27,27,43.50,
MANNHEIM-04,DIY-011,2025-03-28,23,43.50,
MANNHEIM-04,DIY-011,2025-03-29,27,43.50,
MANNHEIM-04,DIY-011,2025-03-30,26,43.50,
MANNHEIM-04,DIY-011,2025-03-31,26,43.50,
MANNHEIM-04,DIY-011,2025-04-01,26,43.50,
MANNHEIM-04,DIY-011,2025-04-02,23,43.50,
MANNHEIM-04,DIY-011,2025-04-03,26,43.50,
MANNHEIM-04,DIY-011,2025-04-04,27,43.50,
MANNHEIM-04,DIY-011,2025-04-05,27,43.50,
MANNHEIM-04,DIY-011,2025-04-06,26,43.50,
MANNHEIM-04,DIY-011,2025-04-07,26,43.50,
MANNHEIM-04,DIY-011,2025-04-08,26,43.50,
MANNHEIM-04,DIY-011,2025-04-09,27,43.50,
MANNHEIM-04,DIY-011,2025-04-10,27,43.50,
MANNHEIM-04,DIY-011,2025-04-11,25,43.50,
MANNHEIM-04,DIY-011,2025-04-12,23,43.50,
MANNHEIM-04,DIY-011,2025-04-13,23,43.50,
MANNHEIM-04,DIY-011,2025-04-14,24,43.50,
MANNHEIM-04,DIY-011,2025-04-15,23,43.50,
MANNHEIM-04,DIY-011,2025-04-16,27,43.50,
MANNHEIM-04,DIY-011,2025-04-17,27,43.50,
MANNHEIM-04,DIY-011,2025-04-18,26,43.50,
MANNHEIM-04,DIY-011,2025-04-19,26,43.50,
MANNHEIM-04,DIY-011,2025-04-20,24,43.50,
MANNHEIM-04,DIY-011,2025-04-21,24,43.50,
MANNHEIM-04,DIY-011,2025-04-22,24,43.50,
MANNHEIM-04,DIY-011,2025-04-23,24,43.50,
MANNHEIM-04,DIY-011,2025-04-24,24,43.50,
MANNHEIM-04,DIY-011,2025-04-25,25,43.50,
MANNHEIM-04,DIY-011,2025-04-26,27,43.50,
MANNHEIM-04,DIY-011,2025-04-27,25,43.50,
MANNHEIM-04,DIY-011,2025-04-28,26,43.50,
MANNHEIM-04,DIY-011,2025-04-29,26,43.50,
MANNHEIM-04,DIY-011,2025-04-30,27,43.50,
MANNHEIM-04,DIY-012,2025-01-01,24,46.50,
MANNHEIM-04,DIY-012,2025-01-02,27,46.50,
MANNHEIM-04,DIY-012,2025-01-03,24,46.50,
MANNHEIM-04,DIY-012,2025-01-04,27,46.50,
MANNHEIM-04,DIY-012,2025-01-05,24,46.50,
MANNHEIM-04,DIY-012,2025-01-06,24,46.50,
MANNHEIM-04,DIY-012,2025-01-07,24,46.50,
MANNHEIM-04,DIY-012,2025-01-08,27,46.50,
MANNHEIM-04,DIY-012,2025-01-09,26,46.50,
MANNHEIM-04,DIY-012,2025-01-10,27,46.50,
MANNHEIM-04,DIY-012,2025-01-11,27,46.50,
MANNHEIM-04,DIY-012,2025-01-12,24,46.50,
MANNHEIM-04,DIY-012,2025-01-13,24,46.50,
MANNHEIM-04,DIY-012,2025-01-14,27,46.50,
MANNHEIM-04,DIY-012,2025-01-15,24,46.50,
MANNHEIM-04,DIY-012,2025-01-16,27,46.50,
MANNHEIM-04,DIY-012,2025-01-17,27,46.50,
MANNHEIM-04,DIY-012,2025-01-18,27,46.50,
MANNHEIM-04,DIY-012,2025-01-19,28,46.50,
MANNHEIM-04,DIY-012,2025-01-20,26,46.50,
MANNHEIM-04,DIY-012,2025-01-21,27,46.50,
MANNHEIM-04,DIY-012,2025-01-22,25,46.50,
MANNHEIM-04,DIY-012,2025-01-23,26,46.50,
MANNHEIM-04,DIY-012,2025-01-24,26,46.50,
MANNHEIM-04,DIY-012,2025-01-25,27,46.50,
MANNHEIM-04,DIY-012,2025-01-26,26,46.50,
MANNHEIM-04,DIY-012,2025-01-27,25,46.50,
MANNHEIM-04,DIY-012,2025-01-28,26,46.50,
MANNHEIM-04,DIY-012,2025-01-29,26,46.50,
MANNHEIM-04,DIY-012,2025-01-30,26,46.50,
MANNHEIM-04,DIY-012,2025-01-31,24,46.50,
MANNHEIM-04,DIY-012,2025-02-01,28,46.50,
MANNHEIM-04,DIY-012,2025-02-02,25,46.50,
MANNHEIM-04,DIY-012,2025-02-03,24,46.50,
MANNHEIM-04,DIY-012,2025-02-04,28,46.50,
MANNHEIM-04,DIY-012,2025-02-05,25,46.50,
MANNHEIM-04,DIY-012,2025-02-06,26,46.50,
MANNHEIM-04,DIY-012,2025-02-07,26,46.50,
MANNHEIM-04,DIY-012,2025-02-08,25,46.50,
MANNHEIM-04,DIY-012,2025-02-09,26,46.50,
MANNHEIM-04,DIY-012,2025-02-10,26,46.50,
MANNHEIM-04,DIY-012,2025-02-11,25,46.50,
MANNHEIM-04,DIY-012,2025-02-12,28,46.50,
MANNHEIM-04,DIY-012,2025-02-13,25,46.50,
MANNHEIM-04,DIY-012,2025-02-14,26,46.50,
MANNHEIM-04,DIY-012,2025-02-15,24,46.50,
MANNHEIM-04,DIY-012,2025-02-16,28,46.50,
MANNHEIM-04,DIY-012,2025-02-17,26,46.50,
MANNHEIM-04,DIY-012,2025-02-18,28,46.50,
MANNHEIM-04,DIY-012,2025-02-19,25,46.50,
MANNHEIM-04,DIY-012,2025-02-20,28,46.50,
MANNHEIM-04,DIY-012,2025-02-21,25,46.50,
MANNHEIM-04,DIY-012,2025-02-22,28,46.50,
MANNHEIM-04,DIY-012,2025-02-23,26,46.50,
MANNHEIM-04,DIY-012,2025-02-24,27,46.50,
MANNHEIM-04,DIY-012,2025-02-25,27,46.50,
MANNHEIM-04,DIY-012,2025-02-26,26,46.50,
MANNHEIM-04,DIY-012,2025-02-27,26,46.50,
MANNHEIM-04,DIY-012,2025-02-28,24,46.50,
MANNHEIM-04,DIY-012,2025-03-01,25,46.50,
MANNHEIM-04,DIY-012,2025-03-02,24,46.50,
MANNHEIM-04,DIY-012,2025-03-03,26,46.50,
MANNHEIM-04,DIY-012,2025-03-04,28,46.50,
MANNHEIM-04,DIY-012,2025-03-05,24,46.50,
MANNHEIM-04,DIY-012,2025-03-06,27,46.50,
MANNHEIM-04,DIY-012,2025-03-07,24,46.50,
MANNHEIM-04,DIY-012,2025-03-08,27,46.50,
MANNHEIM-04,DIY-012,2025-03-09,28,46.50,
MANNHEIM-04,DIY-012,2025-03-10,25,46.50,
MANNHEIM-04,DIY-012,2025-03-11,25,46.50,
MANNHEIM-04,DIY-012,2025-03-12,25,46.50,
MANNHEIM-04,DIY-012,2025-03-13,24,46.50,
MANNHEIM-04,DIY-012,2025-03-14,28,46.50,
MANNHEIM-04,DIY-012,2025-03-15,25,46.50,
MANNHEIM-04,DIY-012,2025-03-16,27,46.50,
MANNHEIM-04,DIY-012,2025-03-17,27,46.50,
MANNHEIM-04,DIY-012,2025-03-18,27,46.50,
MANNHEIM-04,DIY-012,2025-03-19,24,46.50,
MANNHEIM-04,DIY-012,2025-03-20,27,46.50,
MANNHEIM-04,DIY-012,2025-03-21,25,46.50,
MANNHEIM-04,DIY-012,2025-03-22,24,46.50,
MANNHEIM-04,DIY-012,2025-03-23,28,46.50,
MANNHEIM-04,DIY-012,2025-03-24,27,46.50,
MANNHEIM-04,DIY-012,2025-03-25,28,46.50,
MANNHEIM-04,DIY-012,2025-03-26,24,46.50,
MANNHEIM-04,DIY-012,2025-03-27,27,46.50,
MANNHEIM-04,DIY-012,2025-03-28,25,46.50,
MANNHEIM-04,DIY-012,2025-03-29,24,46.50,
MANNHEIM-04,DIY-012,2025-03-30,25,46.50,
MANNHEIM-04,DIY-012,2025-03-31,26,46.50,
MANNHEIM-04,DIY-012,2025-04-01,26,46.50,
MANNHEIM-04,DIY-012,2025-04-02,26,46.50,
MANNHEIM-04,DIY-012,2025-04-03,24,46.50,
MANNHEIM-04,DIY-012,2025-04-04,26,46.50,
MANNHEIM-04,DIY-012,2025-04-05,28,46.50,
MANNHEIM-04,DIY-012,2025-04-06,24,46.50,
MANNHEIM-04,DIY-012,2025-04-07,26,46.50,
MANNHEIM-04,DIY-012,2025-04-08,26,46.50,
MANNHEIM-04,DIY-012,2025-04-09,27,46.50,
MANNHEIM-04,DIY-012,2025-04-10,26,46.50,
MANNHEIM-04,DIY-012,2025-04-11,27,46.50,
MANNHEIM-04,DIY-012,2025-04-12,27,46.50,
MANNHEIM-04,DIY-012,2025-04-13,26,46.50,
MANNHEIM-04,DIY-012,2025-04-14,26,46.50,
MANNHEIM-04,DIY-012,2025-04-15,28,46.50,
MANNHEIM-04,DIY-012,2025-04-16,26,46.50,
MANNHEIM-04,DIY-012,2025-04-17,26,46.50,
MANNHEIM-04,DIY-012,2025-04-18,25,46.50,
MANNHEIM-04,DIY-012,2025-04-19,25,46.50,
MANNHEIM-04,DIY-012,2025-04-20,28,46.50,
MANNHEIM-04,DIY-012,2025-04-21,25,46.50,
MANNHEIM-04,DIY-012,2025-04-22,27,46.50,
MANNHEIM-04,DIY-012,2025-04-23,25,46.50,
MANNHEIM-04,DIY-012,2025-04-24,24,46.50,
MANNHEIM-04,DIY-012,2025-04-25,27,46.50,
MANNHEIM-04,DIY-012,2025-04-26,24,46.50,
MANNHEIM-04,DIY-012,2025-04-27,25,46.50,
MANNHEIM-04,DIY-012,2025-04-28,28,46.50,
MANNHEIM-04,DIY-012,2025-04-29,25,46.50,
MANNHEIM-04,DIY-012,2025-04-30,26,46.50,
MANNHEIM-04,DIY-013,2025-01-01,29,49.50,
MANNHEIM-04,DIY-013,2025-01-02,28,49.50,
MANNHEIM-04,DIY-013,2025-01-03,26,49.50,
MANNHEIM-04,DIY-013,2025-01-04,29,49.50,
MANNHEIM-04,DIY-013,2025-01-05,29,49.50,
MANNHEIM-04,DIY-013,2025-01-06,26,49.50,
MANNHEIM-04,DIY-013,2025-01-07,27,49.50,
MANNHEIM-04,DIY-013,2025-01-08,27,49.50,
MANNHEIM-04,DIY-013,2025-01-09,27,49.50,
MANNHEIM-04,DIY-013,2025-01-10,29,49.50,
MANNHEIM-04,DIY-013,2025-01-11,27,49.50,
MANNHEIM-04,DIY-013,2025-01-12,26,49.50,
MANNHEIM-04,DIY-013,2025-01-13,28,49.50,
MANNHEIM-04,DIY-013,2025-01-14,29,49.50,
MANNHEIM-04,DIY-013,2025-01-15,26,49.50,
MANNHEIM-04,DIY-013,2025-01-16,26,49.50,
MANNHEIM-04,DIY-013,2025-01-17,25,49.50,
MANNHEIM-04,DIY-013,2025-01-18,26,49.50,
MANNHEIM-04,DIY-013,2025-01-19,29,49.50,
MANNHEIM-04,DIY-013,2025-01-20,27,49.50,
MANNHEIM-04,DIY-013,2025-01-21,25,49.50,
MANNHEIM-04,DIY-013,2025-01-22,28,49.50,
MANNHEIM-04,DIY-013,2025-01-23,25,49.50,
MANNHEIM-04,DIY-013,2025-01-24,26,49.50,
MANNHEIM-04,DIY-013,2025-01-25,27,49.50,
MANNHEIM-04,DIY-013,2025-01-26,27,49.50,
MANNHEIM-04,DIY-013,2025-01-27,27,49.50,
MANNHEIM-04,DIY-013,2025-01-28,29,49.50,
MANNHEIM-04,DIY-013,2025-01-29,25,49.50,
MANNHEIM-04,DIY-013,2025-01-30,25,49.50,
MANNHEIM-04,DIY-013,2025-01-31,25,49.50,
MANNHEIM-04,DIY-013,2025-02-01,26,49.50,
MANNHEIM-04,DIY-013,2025-02-02,29,49.50,
MANNHEIM-04,DIY-013,2025-02-03,28,49.50,
MANNHEIM-04,DIY-013,2025-02-04,25,49.50,
MANNHEIM-04,DIY-013,2025-02-05,26,49.50,
MANNHEIM-04,DIY-013,2025-02-06,26,49.50,
MANNHEIM-04,DIY-013,2025-02-07,27,49.50,
MANNHEIM-04,DIY-013,2025-02-08,27,49.50,
MANNHEIM-04,DIY-013,2025-02-09,28,49.50,
MANNHEIM-04,DIY-013,2025-02-10,27,49.50,
MANNHEIM-04,DIY-013,2025-02-11,27,49.50,
MANNHEIM-04,DIY-013,2025-02-12,28,49.50,
MANNHEIM-04,DIY-013,2025-02-13,29,49.50,
MANNHEIM-04,DIY-013,2025-02-14,29,49.50,
MANNHEIM-04,DIY-013,2025-02-15,29,49.50,
MANNHEIM-04,DIY-013,2025-02-16,27,49.50,
MANNHEIM-04,DIY-013,2025-02-17,27,49.50,
MANNHEIM-04,DIY-013,2025-02-18,25,49.50,
MANNHEIM-04,DIY-013,2025-02-19,27,49.50,
MANNHEIM-04,DIY-013,2025-02-20,26,49.50,
MANNHEIM-04,DIY-013,2025-02-21,26,49.50,
MANNHEIM-04,DIY-013,2025-02-22,26,49.50,
MANNHEIM-04,DIY-013,2025-02-23,29,49.50,
MANNHEIM-04,DIY-013,2025-02-24,26,49.50,
MANNHEIM-04,DIY-013,2025-02-25,26,49.50,
MANNHEIM-04,DIY-013,2025-02-26,25,49.50,
MANNHEIM-04,DIY-013,2025-02-27,28,49.50,
MANNHEIM-04,DIY-013,2025-02-28,29,49.50,
MANNHEIM-04,DIY-013,2025-03-01,27,49.50,
MANNHEIM-04,DIY-013,2025-03-02,25,49.50,
MANNHEIM-04,DIY-013,2025-03-03,25,49.50,
MANNHEIM-04,DIY-013,2025-03-04,28,49.50,
MANNHEIM-04,DIY-013,2025-03-05,28,49.50,
MANNHEIM-04,DIY-013,2025-03-06,29,49.50,
MANNHEIM-04,DIY-013,2025-03-07,25,49.50,
MANNHEIM-04,DIY-013,2025-03-08,27,49.50,
MANNHEIM-04,DIY-013,2025-03-09,28,49.50,
MANNHEIM-04,DIY-013,2025-03-10,29,49.50,
MANNHEIM-04,DIY-013,2025-03-11,27,49.50,
MANNHEIM-04,DIY-013,2025-03-12,27,49.50,
MANNHEIM-04,DIY-013,2025-03-13,27,49.50,
MANNHEIM-04,DIY-013,2025-03-14,28,49.50,
MANNHEIM-04,DIY-013,2025-03-15,25,49.50,
MANNHEIM-04,DIY-013,2025-03-16,25,49.50,
MANNHEIM-04,DIY-013,2025-03-17,26,49.50,
MANNHEIM-04,DIY-013,2025-03-18,29,49.50,
MANNHEIM-04,DIY-013,2025-03-19,27,49.50,
MANNHEIM-04,DIY-013,2025-03-20,27,49.50,
MANNHEIM-04,DIY-013,2025-03-21,27,49.50,
MANNHEIM-04,DIY-013,2025-03-22,28,49.50,
MANNHEIM-04,DIY-013,2025-03-23,28,49.50,
MANNHEIM-04,DIY-013,2025-03-24,26,49.50,
MANNHEIM-04,DIY-013,2025-03-25,26,49.50,
MANNHEIM-04,DIY-013,2025-03-26,25,49.50,
MANNHEIM-04,DIY-013,2025-03-27,28,49.50,
MANNHEIM-04,DIY-013,2025-03-28,25,49.50,
MANNHEIM-04,DIY-013,2025-03-29,28,49.50,
MANNHEIM-04,DIY-013,2025-03-30,25,49.50,
MANNHEIM-04,DIY-013,2025-03-31,29,49.50,
MANNHEIM-04,DIY-013,2025-04-01,26,49.50,
MANNHEIM-04,DIY-013,2025-04-02,27,49.50,
MANNHEIM-04,DIY-013,2025-04-03,26,49.50,
MANNHEIM-04,DIY-013,2025-04-04,26,49.50,
MANNHEIM-04,DIY-013,2025-04-05,27,49.50,
MANNHEIM-04,DIY-013,2025-04-06,25,49.50,
MANNHEIM-04,DIY-013,2025-04-07,27,49.50,
MANNHEIM-04,DIY-013,2025-04-08,25,49.50,
MANNHEIM-04,DIY-013,2025-04-09,27,49.50,
MANNHEIM-04,DIY-013,2025-04-10,25,49.50,
MANNHEIM-04,DIY-013,2025-04-11,26,49.50,
MANNHEIM-04,DIY-013,2025-04-12,28,49.50,
MANNHEIM-04,DIY-013,2025-04-13,28,49.50,
MANNHEIM-04,DIY-013,2025-04-14,29,49.50,
MANNHEIM-04,DIY-013,2025-04-15,27,49.50,
MANNHEIM-04,DIY-013,2025-04-16,26,49.50,
MANNHEIM-04,DIY-013,2025-04-17,25,49.50,
MANNHEIM-04,DIY-013,2025-04-18,28,49.50,
MANNHEIM-04,DIY-013,2025-04-19,25,49.50,
MANNHEIM-04,DIY-013,2025-04-20,29,49.50,
MANNHEIM-04,DIY-013,2025-04-21,29,49.50,
MANNHEIM-04,DIY-013,2025-04-22,27,49.50,
MANNHEIM-04,DIY-013,2025-04-23,29,49.50,
MANNHEIM-04,DIY-013,2025-04-24,26,49.50,
MANNHEIM-04,DIY-013,2025-04-25,27,49.50,
MANNHEIM-04,DIY-013,2025-04-26,27,49.50,
MANNHEIM-04,DIY-013,2025-04-27,29,49.50,
MANNHEIM-04,DIY-013,2025-04-28,26,49.50,
MANNHEIM-04,DIY-013,2025-04-29,25,49.50,
MANNHEIM-04,DIY-013,2025-04-30,28,49.50,
MANNHEIM-04,DIY-014,2025-01-01,27,52.50,
MANNHEIM-04,DIY-014,2025-01-02,30,52.50,
MANNHEIM-04,DIY-014,2025-01-03,26,52.50,
MANNHEIM-04,DIY-014,2025-01-04,27,52.50,
MANNHEIM-04,DIY-014,2025-01-05,26,52.50,
MANNHEIM-04,DIY-014,2025-01-06,27,52.50,
MANNHEIM-04,DIY-014,2025-01-07,30,52.50,
MANNHEIM-04,DIY-014,2025-01-08,28,52.50,
MANNHEIM-04,DIY-014,2025-01-09,28,52.50,
MANNHEIM-04,DIY-014,2025-01-10,30,52.50,
MANNHEIM-04,DIY-014,2025-01-11,28,52.50,
MANNHEIM-04,DIY-014,2025-01-12,28,52.50,
MANNHEIM-04,DIY-014,2025-01-13,30,52.50,
MANNHEIM-04,DIY-014,2025-01-14,26,52.50,
MANNHEIM-04,DIY-014,2025-01-15,29,52.50,
MANNHEIM-04,DIY-014,2025-01-16,28,52.50,
MANNHEIM-04,DIY-014,2025-01-17,26,52.50,
MANNHEIM-04,DIY-014,2025-01-18,27,52.50,
MANNHEIM-04,DIY-014,2025-01-19,28,52.50,
MANNHEIM-04,DIY-014,2025-01-20,27,52.50,
MANNHEIM-04,DIY-014,2025-01-21,28,52.50,
MANNHEIM-04,DIY-014,2025-01-22,26,52.50,
MANNHEIM-04,DIY-014,2025-01-23,27,52.50,
MANNHEIM-04,DIY-014,2025-01-24,27,52.50,
MANNHEIM-04,DIY-014,2025-01-25,27,52.50,
MANNHEIM-04,DIY-014,2025-01-26,30,52.50,
MANNHEIM-04,DIY-014,2025-01-27,29,52.50,
MANNHEIM-04,DIY-014,2025-01-28,26,52.50,
MANNHEIM-04,DIY-014,2025-01-29,28,52.50,
MANNHEIM-04,DIY-014,2025-01-30,26,52.50,
MANNHEIM-04,DIY-014,2025-01-31,28,52.50,
MANNHEIM-04,DIY-014,2025-02-01,29,52.50,
MANNHEIM-04,DIY-014,2025-02-02,26,52.50,
MANNHEIM-04,DIY-014,2025-02-03,30,52.50,
MANNHEIM-04,DIY-014,2025-02-04,30,52.50,
MANNHEIM-04,DIY-014,2025-02-05,28,52.50,
MANNHEIM-04,DIY-014,2025-02-06,28,52.50,
MANNHEIM-04,DIY-014,2025-02-07,26,52.50,
MANNHEIM-04,DIY-014,2025-02-08,30,52.50,
MANNHEIM-04,DIY-014,2025-02-09,28,52.50,
MANNHEIM-04,DIY-014,2025-02-10,27,52.50,
MANNHEIM-04,DIY-014,2025-02-11,30,52.50,
MANNHEIM-04,DIY-014,2025-02-12,27,52.50,
MANNHEIM-04,DIY-014,2025-02-13,28,52.50,
MANNHEIM-04,DIY-014,2025-02-14,26,52.50,
MANNHEIM-04,DIY-014,2025-02-15,26,52.50,
MANNHEIM-04,DIY-014,2025-02-16,26,52.50,
MANNHEIM-04,DIY-014,2025-02-17,26,52.50,
MANNHEIM-04,DIY-014,2025-02-18,26,52.50,
MANNHEIM-04,DIY-014,2025-02-19,28,52.50,
MANNHEIM-04,DIY-014,2025-02-20,28,52.50,
MANNHEIM-04,DIY-014,2025-02-21,30,52.50,
MANNHEIM-04,DIY-014,2025-02-22,30,52.50,
MANNHEIM-04,DIY-014,2025-02-23,28,52.50,
MANNHEIM-04,DIY-014,2025-02-24,28,52.50,
MANNHEIM-04,DIY-014,2025-02-25,28,52.50,
MANNHEIM-04,DIY-014,2025-02-26,30,52.50,
MANNHEIM-04,DIY-014,2025-02-27,26,52.50,
MANNHEIM-04,DIY-014,2025-02-28,26,52.50,
MANNHEIM-04,DIY-014,2025-03-01,30,52.50,
MANNHEIM-04,DIY-014,2025-03-02,28,52.50,
MANNHEIM-04,DIY-014,2025-03-03,30,52.50,
MANNHEIM-04,DIY-014,2025-03-04,29,52.50,
MANNHEIM-04,DIY-014,2025-03-05,30,52.50,
MANNHEIM-04,DIY-014,2025-03-06,27,52.50,
MANNHEIM-04,DIY-014,2025-03-07,30,52.50,
MANNHEIM-04,DIY-014,2025-03-08,27,52.50,
MANNHEIM-04,DIY-014,2025-03-09,30,52.50,
MANNHEIM-04,DIY-014,2025-03-10,28,52.50,
MANNHEIM-04,DIY-014,2025-03-11,29,52.50,
MANNHEIM-04,DIY-014,2025-03-12,26,52.50,
MANNHEIM-04,DIY-014,2025-03-13,30,52.50,
MANNHEIM-04,DIY-014,2025-03-14,26,52.50,
MANNHEIM-04,DIY-014,2025-03-15,30,52.50,
MANNHEIM-04,DIY-014,2025-03-16,28,52.50,
MANNHEIM-04,DIY-014,2025-03-17,27,52.50,
MANNHEIM-04,DIY-014,2025-03-18,29,52.50,
MANNHEIM-04,DIY-014,2025-03-19,27,52.50,
MANNHEIM-04,DIY-014,2025-03-20,28,52.50,
MANNHEIM-04,DIY-014,2025-03-21,28,52.50,
MANNHEIM-04,DIY-014,2025-03-22,29,52.50,
MANNHEIM-04,DIY-014,2025-03-23,30,52.50,
MANNHEIM-04,DIY-014,2025-03-24,30,52.50,
MANNHEIM-04,DIY-014,2025-03-25,29,52.50,
MANNHEIM-04,DIY-014,2025-03-26,26,52.50,
MANNHEIM-04,DIY-014,2025-03-27,27,52.50,
MANNHEIM-04,DIY-014,2025-03-28,28,52.50,
MANNHEIM-04,DIY-014,2025-03-29,27,52.50,
MANNHEIM-04,DIY-014,2025-03-30,26,52.50,
MANNHEIM-04,DIY-014,2025-03-31,26,52.50,
MANNHEIM-04,DIY-014,2025-04-01,26,52.50,
MANNHEIM-04,DIY-014,2025-04-02,27,52.50,
MANNHEIM-04,DIY-014,2025-04-03,29,52.50,
MANNHEIM-04,DIY-014,2025-04-04,29,52.50,
MANNHEIM-04,DIY-014,2025-04-05,26,52.50,
MANNHEIM-04,DIY-014,2025-04-06,29,52.50,
MANNHEIM-04,DIY-014,2025-04-07,29,52.50,
MANNHEIM-04,DIY-014,2025-04-08,26,52.50,
MANNHEIM-04,DIY-014,2025-04-09,30,52.50,
MANNHEIM-04,DIY-014,2025-04-10,26,52.50,
MANNHEIM-04,DIY-014,2025-04-11,27,52.50,
MANNHEIM-04,DIY-014,2025-04-12,27,52.50,
MANNHEIM-04,DIY-014,2025-04-13,28,52.50,
MANNHEIM-04,DIY-014,2025-04-14,27,52.50,
MANNHEIM-04,DIY-014,2025-04-15,28,52.50,
MANNHEIM-04,DIY-014,2025-04-16,27,52.50,
MANNHEIM-04,DIY-014,2025-04-17,30,52.50,
MANNHEIM-04,DIY-014,2025-04-18,30,52.50,
MANNHEIM-04,DIY-014,2025-04-19,29,52.50,
MANNHEIM-04,DIY-014,2025-04-20,26,52.50,
MANNHEIM-04,DIY-014,2025-04-21,26,52.50,
MANNHEIM-04,DIY-014,2025-04-22,30,52.50,
MANNHEIM-04,DIY-014,2025-04-23,27,52.50,
MANNHEIM-04,DIY-014,2025-04-24,27,52.50,
MANNHEIM-04,DIY-014,2025-04-25,28,52.50,
MANNHEIM-04,DIY-014,2025-04-26,28,52.50,
MANNHEIM-04,DIY-014,2025-04-27,26,52.50,
MANNHEIM-04,DIY-014,2025-04-28,27,52.50,
MANNHEIM-04,DIY-014,2025-04-29,28,52.50,
MANNHEIM-04,DIY-014,2025-04-30,26,52.50,
MANNHEIM-04,DIY-015,2025-01-01,31,55.50,
MANNHEIM-04,DIY-015,2025-01-02,30,55.50,
MANNHEIM-04,DIY-015,2025-01-03,29,55.50,
MANNHEIM-04,DIY-015,2025-01-04,31,55.50,
MANNHEIM-04,DIY-015,2025-01-05,31,55.50,
MANNHEIM-04,DIY-015,2025-01-06,27,55.50,
MANNHEIM-04,DIY-015,2025-01-07,28,55.50,
MANNHEIM-04,DIY-015,2025-01-08,29,55.50,
MANNHEIM-04,DIY-015,2025-01-09,28,55.50,
MANNHEIM-04,DIY-015,2025-01-10,28,55.50,
